,LoF_T,LoF_UT,LoF_OR,LoF_P_value,Missense_T,Missense_UT,Missense_OR,Missense_P_value,LoF.Missense_T,LoF.Missense_UT,LoF.Missense_OR,LoF.Missense_P_value
HAPLN3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
MFGE8,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
ABHD2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
RLBP1,0,0,0,1,0,0,0,1,0,0,0,1
FANCI,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
POLG,0,0,0,1,0,0,0,1,0,0,0,1
RHCG,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
TICRR,1,2,0.500014255,0.875,3,1,3.000079991,0.3125,4,3,1.333315843,0.5
KIF7,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
PLIN1,10,12,0.83333967,0.738266468,1,4,0.250027597,0.96875,11,16,0.687512051,0.876105718
PEX11A,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
WDR93,15,17,0.882357224,0.701692552,0,0,0,1,15,17,0.882357224,0.701692552
MESP1,0,0,0,1,0,0,0,1,0,0,0,1
MESP2,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
ANPEP,9,10,0.900004767,0.676197052,0,0,0,1,9,10,0.900004767,0.676197052
AP3S2,0,0,0,1,0,0,0,1,0,0,0,1
ZNF710,0,0,0,1,0,0,0,1,0,0,0,1
IDH2,0,0,0,1,0,0,0,1,0,0,0,1
SEMA4B,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CIB1,0,0,0,1,0,0,0,1,0,0,0,1
GDPGP1,3,6,0.500014256,0.91015625,0,0,0,1,3,6,0.500014256,0.91015625
NGRN,0,0,0,1,0,0,0,1,0,0,0,1
ZNF774,0,0,0,1,0,0,0,1,0,0,0,1
IQGAP1,1,0,Inf,0.5,2,0,Inf,0.25,3,0,Inf,0.125
CRTC3,0,0,0,1,1,1,1,0.75,1,1,1,0.75
BLM,11,10,1.099983702,0.5,0,0,0,1,11,10,1.099983702,0.5
FURIN,0,0,0,1,3,3,1,0.65625,3,3,1,0.65625
FES,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
MAN2A2,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
HDDC3,8,4,1.999942977,0.193847656,0,0,0,1,8,4,1.999942977,0.193847656
UNC45A,7,7,1,0.604736328,0,0,0,1,7,7,1,0.604736328
RCCD1,11,14,0.785722661,0.787821889,16,11,1.454519959,0.221034169,27,25,1.079967124,0.444941983
PRC1,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
VPS33B,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
SV2B,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
SLCO3A1,0,0,0,1,8,11,0.727283434,0.820358276,8,11,0.727283434,0.820358276
ST8SIA2,0,0,0,1,0,0,0,1,0,0,0,1
FAM174B,7,12,0.583347475,0.916465759,0,0,0,1,7,12,0.583347475,0.916465759
CHD2,0,0,0,1,5,1,4.999580449,0.109375,5,1,4.999580449,0.109375
RGMA,0,0,0,1,0,0,0,1,0,0,0,1
MCTP2,24,30,0.800007768,0.829554529,0,0,0,1,24,30,0.800007768,0.829554529
NR2F2,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
SPATA8,0,0,0,1,0,0,0,1,0,0,0,1
ARRDC4,0,1,0,1,0,0,0,1,0,1,0,1
IGF1R,0,0,0,1,0,0,0,1,0,0,0,1
PGPEP1L,0,2,0,1,0,0,0,1,0,2,0,1
SYNM,52,47,1.10637291,0.343942672,0,0,0,1,52,47,1.10637291,0.343942672
TTC23,9,14,0.642870364,0.894980192,0,0,0,1,9,14,0.642870364,0.894980192
LRRC28,0,3,0,1,0,0,0,1,0,3,0,1
MEF2A,0,0,0,1,0,0,0,1,0,0,0,1
LYSMD4,1,1,1,0.75,0,0,0,1,1,1,1,0.75
NPRL3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
GRIN2A,0,0,0,1,4,7,0.571442807,0.88671875,4,7,0.571442807,0.88671875
ATF7IP2,0,0,0,1,0,0,0,1,0,0,0,1
EMP2,6,6,1,0.612792969,0,0,0,1,6,6,1,0.612792969
TEKT5,10,5,1.999942976,0.150878906,0,0,0,1,10,5,1.999942976,0.150878906
NUBP1,2,5,0.399989311,0.9375,0,0,0,1,2,5,0.399989311,0.9375
TVP23A,8,3,2.666730614,0.11328125,0,0,0,1,8,3,2.666730614,0.11328125
SSTR5,0,0,0,1,0,0,0,1,0,0,0,1
CIITA,0,2,0,1,0,0,0,1,0,2,0,1
C1QTNF8,0,0,0,1,0,0,0,1,0,0,0,1
DEXI,0,0,0,1,0,0,0,1,0,0,0,1
CLEC16A,0,0,0,1,0,0,0,1,0,0,0,1
SOCS1,0,0,0,1,0,0,0,1,0,0,0,1
TNP2,0,0,0,1,0,0,0,1,0,0,0,1
PRM2,0,0,0,1,0,0,0,1,0,0,0,1
PRM1,0,0,0,1,0,0,0,1,0,0,0,1
RMI2,0,0,0,1,0,0,0,1,0,0,0,1
LITAF,0,0,0,1,0,0,0,1,0,0,0,1
SNN,0,0,0,1,0,0,0,1,0,0,0,1
TXNDC11,0,2,0,1,0,0,0,1,0,2,0,1
ZC3H7A,0,0,0,1,0,0,0,1,0,0,0,1
RSL1D1,0,0,0,1,0,0,0,1,0,0,0,1
GSPT1,0,0,0,1,0,0,0,1,0,0,0,1
CACNA1H,0,0,0,1,0,0,0,1,0,0,0,1
TNFRSF17,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
SNX29,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
TPSG1,9,7,1.285699891,0.401809692,0,0,0,1,9,7,1.285699891,0.401809692
TPSAB1,0,0,0,1,5,4,1.249987863,0.5,5,4,1.249987863,0.5
TPSD1,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
CPPED1,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
UBE2I,0,0,0,1,0,0,0,1,0,0,0,1
BAIAP3,7,8,0.875004583,0.696380615,0,0,0,1,7,8,0.875004583,0.696380615
TSR3,0,0,0,1,0,0,0,1,0,0,0,1
GNPTG,10,2,4.999579922,0.019287109,0,0,0,1,10,2,4.999579922,0.019287109
UNKL,0,0,0,1,0,1,0,1,0,1,0,1
ERCC4,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
C16orf91,0,0,0,1,0,0,0,1,0,0,0,1
CCDC154,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
PARN,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CLCN7,0,0,0,1,0,0,0,1,0,0,0,1
BFAR,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PLA2G10,0,0,0,1,0,0,0,1,0,0,0,1
PTX4,0,0,0,1,0,0,0,1,0,0,0,1
NOMO1,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
TELO2,0,3,0,1,0,0,0,1,0,3,0,1
NPIPA1,0,0,0,1,1,1,1,0.75,1,1,1,0.75
PDXDC1,0,0,0,1,0,0,0,1,0,0,0,1
NTAN1,0,0,0,1,0,0,0,1,0,0,0,1
RRN3,0,0,0,1,0,1,0,1,0,1,0,1
IFT140,7,7,1,0.604736328,0,0,0,1,7,7,1,0.604736328
TMEM204,0,0,0,1,0,0,0,1,0,0,0,1
MPV17L,0,0,0,1,0,1,0,1,0,1,0,1
C16orf45,1,1,1,0.75,0,0,0,1,1,1,1,0.75
HBZ,0,0,0,1,0,0,0,1,0,0,0,1
NDE1,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
MYH11,1,0,Inf,0.5,8,4,1.999942977,0.193847656,9,4,2.250079475,0.133422852
FOPNL,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
ABCC1,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
ABCC6,19,23,0.826093603,0.779600466,0,0,0,1,19,23,0.826093603,0.779600466
HBM,0,0,0,1,0,0,0,1,0,0,0,1
MAPK8IP3,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
XYLT1,0,0,0,1,0,0,0,1,0,0,0,1
HBA1,0,0,0,1,0,0,0,1,0,0,0,1
NME3,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
MRPS34,11,16,0.687512051,0.876105718,6,4,1.499971555,0.376953125,17,20,0.850005625,0.744312109
EME2,9,4,2.250079475,0.133422852,0,0,0,1,9,4,2.250079475,0.133422852
SPSB3,0,0,0,1,0,0,0,1,0,0,0,1
NUBP2,0,0,0,1,0,0,0,1,0,0,0,1
IGFALS,0,0,0,1,0,0,0,1,0,0,0,1
HBQ1,3,3,1,0.65625,1,1,1,0.75,4,4,1,0.63671875
HAGH,0,0,0,1,0,0,0,1,0,0,0,1
FAHD1,7,0,Inf,0.0078125,0,0,0,1,7,0,Inf,0.0078125
MEIOB,5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
NOMO2,0,0,0,1,0,0,0,1,0,0,0,1
ARL6IP1,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
SMG1,0,0,0,1,0,0,0,1,0,0,0,1
LUC7L,0,0,0,1,0,0,0,1,0,0,0,1
TMC7,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
COQ7,0,1,0,1,0,0,0,1,0,1,0,1
ITPRIPL2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
HS3ST6,2,2,1,0.6875,1,2,0.500014255,0.875,3,4,0.750009838,0.7734375
SYT17,0,0,0,1,0,0,0,1,0,0,0,1
CLEC19A,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
MSRB1,0,0,0,1,0,0,0,1,0,0,0,1
TMC5,5,4,1.249987863,0.5,0,0,0,1,5,4,1.249987863,0.5
RPL3L,11,3,3.666212262,0.028686523,0,0,0,1,11,3,3.666212262,0.028686523
GDE1,10,8,1.249987863,0.407264709,0,0,0,1,10,8,1.249987863,0.407264709
CCP110,0,1,0,1,0,0,0,1,0,1,0,1
NDUFB10,0,0,0,1,0,0,0,1,0,0,0,1
RPS2,0,0,0,1,0,0,0,1,0,0,0,1
RNF151,0,0,0,1,0,0,0,1,0,0,0,1
KNOP1,4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
IQCK,0,0,0,1,0,0,0,1,0,0,0,1
TBL3,1,1,1,0.75,0,0,0,1,1,1,1,0.75
NOXO1,0,2,0,1,0,0,0,1,0,2,0,1
GFER,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
GPRC5B,0,0,0,1,0,0,0,1,0,0,0,1
SYNGR3,0,0,0,1,0,0,0,1,0,0,0,1
ZNF598,20,14,1.428547638,0.195764153,0,0,0,1,20,14,1.428547638,0.195764153
GPR139,0,0,0,1,0,0,0,1,0,0,0,1
SLC9A3R2,0,0,0,1,0,0,0,1,0,0,0,1
GP2,9,9,1,0.592735291,0,0,0,1,9,9,1,0.592735291
UMOD,6,5,1.199990875,0.5,3,2,1.499971557,0.5,9,7,1.285699891,0.401809692
PDILT,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
NTHL1,10,6,1.666627894,0.227249146,0,0,0,1,10,6,1.666627894,0.227249146
ACSM5,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
ACSM2A,0,0,0,1,0,1,0,1,0,1,0,1
ACSM2B,0,4,0,1,1,0,Inf,0.5,1,4,0.250027597,0.96875
ACSM1,37,28,1.321411855,0.160542068,0,0,0,1,37,28,1.321411855,0.160542068
THUMPD1,0,0,0,1,0,0,0,1,0,0,0,1
ACSM3,13,16,0.812507232,0.77087084,0,0,0,1,13,16,0.812507232,0.77087084
TSC2,0,0,0,1,0,0,0,1,0,0,0,1
ERI2,0,2,0,1,0,0,0,1,0,2,0,1
DCUN1D3,0,0,0,1,0,0,0,1,0,0,0,1
PKD1,0,2,0,1,0,0,0,1,0,2,0,1
LYRM1,8,8,1,0.598190308,0,0,0,1,8,8,1,0.598190308
DNAH3,34,34,1,0.548201327,0,0,0,1,34,34,1,0.548201327
TMEM159,11,6,1.833285107,0.166152954,0,0,0,1,11,6,1.833285107,0.166152954
ZP2,0,1,0,1,0,0,0,1,0,1,0,1
ANKS4B,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CRYM,6,7,0.857148182,0.709472656,0,0,0,1,6,7,0.857148182,0.709472656
RAB26,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
METTL9,0,0,0,1,0,0,0,1,0,0,0,1
TRAF7,0,0,0,1,3,4,0.750009838,0.7734375,3,4,0.750009838,0.7734375
IGSF6,0,0,0,1,0,0,0,1,0,0,0,1
OTOA,6,6,1,0.612792969,0,0,0,1,6,6,1,0.612792969
CASKIN1,0,0,0,1,5,5,1,0.623046875,5,5,1,0.623046875
UQCRC2,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PDZD9,6,3,1.999942979,0.25390625,0,0,0,1,6,3,1.999942979,0.25390625
MLST8,0,0,0,1,0,0,0,1,0,0,0,1
BRICD5,13,16,0.812507232,0.77087084,0,0,0,1,13,16,0.812507232,0.77087084
VWA3A,31,24,1.291651886,0.209377094,0,0,0,1,31,24,1.291651886,0.209377094
PGP,0,0,0,1,0,0,0,1,0,0,0,1
SDR42E2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
EEF2K,37,19,1.947314102,0.011120695,0,0,0,1,37,19,1.947314102,0.011120695
E4F1,0,0,0,1,0,0,0,1,0,0,0,1
POLR3E,0,0,0,1,0,0,0,1,0,0,0,1
CDR2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
DNASE1L2,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
ECI1,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
RNPS1,0,0,0,1,0,0,0,1,0,0,0,1
ABCA3,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
HS3ST2,0,0,0,1,0,0,0,1,0,0,0,1
USP31,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
SCNN1G,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
SCNN1B,0,0,0,1,0,0,0,1,0,0,0,1
COG7,8,10,0.800007768,0.759658813,0,0,0,1,8,10,0.800007768,0.759658813
GGA2,0,1,0,1,0,0,0,1,0,1,0,1
EARS2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
UBFD1,0,0,0,1,0,0,0,1,0,0,0,1
NDUFAB1,0,0,0,1,0,0,0,1,0,0,0,1
PALB2,0,0,0,1,0,0,0,1,0,0,0,1
DCTN5,0,0,0,1,0,0,0,1,0,0,0,1
PLK1,0,0,0,1,0,0,0,1,0,0,0,1
ERN2,25,29,0.862074082,0.751691282,0,0,0,1,25,29,0.862074082,0.751691282
CHP2,9,22,0.409079597,0.99466308,0,0,0,1,9,22,0.409079597,0.99466308
PRKCB,0,0,0,1,4,3,1.333315843,0.5,4,3,1.333315843,0.5
CACNG3,0,0,0,1,1,1,1,0.75,1,1,1,0.75
CCNF,0,0,0,1,0,0,0,1,0,0,0,1
RBBP6,0,0,0,1,0,0,0,1,0,0,0,1
NTN3,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
TNRC6A,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
SLC5A11,24,24,1,0.557283251,0,0,0,1,24,24,1,0.557283251
ARHGAP17,0,0,0,1,0,0,0,1,0,0,0,1
TBC1D24,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
LCMT1,0,0,0,1,0,0,0,1,0,0,0,1
ATP6V0C,0,0,0,1,0,0,0,1,0,0,0,1
AMDHD2,0,0,0,1,0,0,0,1,0,0,0,1
AQP8,0,1,0,1,0,0,0,1,0,1,0,1
ZKSCAN2,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PDPK1,1,4,0.250027597,0.96875,4,2,1.99994298,0.34375,5,6,0.83333967,0.725585938
HS3ST4,0,0,0,1,11,6,1.833285107,0.166152954,11,6,1.833285107,0.166152954
KCTD5,0,0,0,1,0,0,0,1,0,0,0,1
RGS11,13,16,0.812507232,0.77087084,0,0,0,1,13,16,0.812507232,0.77087084
PRSS27,0,0,0,1,0,0,0,1,0,0,0,1
KDM8,0,1,0,1,0,0,0,1,0,1,0,1
NSMCE1,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
IL4R,0,0,0,1,0,0,0,1,0,0,0,1
IL21R,0,0,0,1,0,0,0,1,0,0,0,1
GTF3C1,0,0,0,1,7,7,1,0.604736328,7,7,1,0.604736328
KIAA0556,21,12,1.74995639,0.081377829,0,0,0,1,21,12,1.74995639,0.081377829
SRRM2,4,8,0.500014256,0.927001953,0,0,0,1,4,8,0.500014256,0.927001953
GSG1L,0,1,0,1,0,0,0,1,0,1,0,1
PRSS33,0,1,0,1,0,0,0,1,0,1,0,1
XPO6,0,0,0,1,0,0,0,1,0,0,0,1
PRSS21,9,6,1.499971552,0.303619385,0,0,0,1,9,6,1.499971552,0.303619385
ARHGDIG,0,0,0,1,0,0,0,1,0,0,0,1
ZG16B,8,8,1,0.598190308,0,0,0,1,8,8,1,0.598190308
NPIPB6,0,0,0,1,0,0,0,1,0,0,0,1
PDIA2,28,24,1.166659422,0.33890432,0,0,0,1,28,24,1.166659422,0.33890432
NPIPB7,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
CLN3,0,0,0,1,0,0,0,1,0,0,0,1
APOBR,0,0,0,1,0,0,0,1,0,0,0,1
IL27,0,0,0,1,0,0,0,1,0,0,0,1
PRSS22,0,0,0,1,0,0,0,1,0,0,0,1
NUPR1,2,5,0.399989311,0.9375,0,0,0,1,2,5,0.399989311,0.9375
SULT1A2,0,0,0,1,0,0,0,1,0,0,0,1
SULT1A1,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
AXIN1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ATXN2L,0,0,0,1,15,14,1.0714595,0.5,15,14,1.0714595,0.5
TUFM,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SH2B1,0,0,0,1,0,0,0,1,0,0,0,1
ATP2A1,6,6,1,0.612792969,0,0,0,1,6,6,1,0.612792969
RABEP2,1,5,0.200016783,0.984375,0,0,0,1,1,5,0.200016783,0.984375
CD19,0,1,0,1,0,0,0,1,0,1,0,1
NFATC2IP,0,0,0,1,0,0,0,1,0,0,0,1
FLYWCH2,0,0,0,1,0,0,0,1,0,0,0,1
SPNS1,0,0,0,1,0,0,0,1,0,0,0,1
LAT,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
FLYWCH1,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
SLX1B,0,0,0,1,0,0,0,1,0,0,0,1
SULT1A4,0,0,0,1,0,2,0,1,0,2,0,1
KREMEN2,2,1,1.999942981,0.5,5,4,1.249987863,0.5,7,5,1.399978104,0.387207031
SPN,0,0,0,1,0,0,0,1,0,0,0,1
QPRT,0,0,0,1,0,0,0,1,0,0,0,1
PAQR4,0,0,0,1,0,0,0,1,0,0,0,1
PKMYT1,0,0,0,1,0,0,0,1,0,0,0,1
C16orf54,0,0,0,1,0,0,0,1,0,0,0,1
ZG16,0,0,0,1,0,0,0,1,0,0,0,1
KIF22,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
MAZ,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
PRRT2,0,0,0,1,0,0,0,1,0,0,0,1
PAGR1,0,0,0,1,0,0,0,1,0,0,0,1
MVP,8,12,0.666679311,0.868412018,0,0,0,1,8,12,0.666679311,0.868412018
CDIPT,0,0,0,1,0,0,0,1,0,0,0,1
SEZ6L2,0,0,0,1,0,0,0,1,0,0,0,1
ASPHD1,0,0,0,1,0,0,0,1,0,0,0,1
KCTD13,0,0,0,1,1,1,1,0.75,1,1,1,0.75
TMEM219,0,0,0,1,0,0,0,1,0,0,0,1
TAOK2,0,1,0,1,1,1,1,0.75,1,2,0.500014255,0.875
HIRIP3,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
INO80E,0,0,0,1,0,0,0,1,0,0,0,1
DOC2A,0,1,0,1,0,0,0,1,0,1,0,1
C16orf92,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
FAM57B,2,6,0.333324491,0.96484375,0,0,0,1,2,6,0.333324491,0.96484375
ALDOA,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PPP4C,0,0,0,1,0,1,0,1,0,1,0,1
TBX6,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
YPEL3,0,0,0,1,0,0,0,1,0,0,0,1
GDPD3,9,9,1,0.592735291,0,0,0,1,9,9,1,0.592735291
MAPK3,0,0,0,1,0,0,0,1,0,0,0,1
CLDN9,0,0,0,1,0,0,0,1,0,0,0,1
CLDN6,0,0,0,1,0,0,0,1,0,0,0,1
CORO1A,0,0,0,1,8,12,0.666679311,0.868412018,8,12,0.666679311,0.868412018
SLX1A,0,1,0,1,0,0,0,1,0,1,0,1
SULT1A3,0,0,0,1,0,0,0,1,0,0,0,1
TNFRSF12A,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
HCFC1R1,0,0,0,1,0,0,0,1,0,0,0,1
THOC6,0,0,0,1,0,0,0,1,0,0,0,1
CD2BP2,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
TBC1D10B,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
MYLPF,0,0,0,1,0,0,0,1,0,0,0,1
1-Sep,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
ZNF48,0,0,0,1,0,0,0,1,0,0,0,1
ZNF771,0,0,0,1,0,2,0,1,0,2,0,1
DCTPP1,2,7,0.285751806,0.98046875,0,0,0,1,2,7,0.285751806,0.98046875
SEPHS2,0,0,0,1,0,0,0,1,0,0,0,1
MMP25,20,24,0.833339669,0.774309584,0,0,0,1,20,24,0.833339669,0.774309584
ITGAL,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
ZNF768,0,0,0,1,0,0,0,1,0,0,0,1
ZNF747,0,0,0,1,0,0,0,1,0,0,0,1
ZNF764,0,0,0,1,0,0,0,1,0,0,0,1
ZNF688,0,0,0,1,0,0,0,1,0,0,0,1
ZNF785,0,0,0,1,0,0,0,1,0,0,0,1
ZNF689,0,0,0,1,16,14,1.142851158,0.427767776,16,14,1.142851158,0.427767776
PRR14,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
IL32,0,0,0,1,0,0,0,1,0,0,0,1
FBRS,0,0,0,1,14,20,0.700011657,0.885259493,14,20,0.700011657,0.885259493
SRCAP,0,1,0,1,0,0,0,1,0,1,0,1
PHKG2,0,0,0,1,0,0,0,1,0,0,0,1
RNF40,0,0,0,1,0,0,0,1,0,0,0,1
ZNF629,0,0,0,1,15,22,0.681830405,0.906129221,15,22,0.681830405,0.906129221
BCL7C,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
ZSCAN10,0,0,0,1,10,10,1,0.588098526,10,10,1,0.588098526
CTF1,0,3,0,1,0,0,0,1,0,3,0,1
FBXL19,0,0,0,1,20,14,1.428547638,0.195764153,20,14,1.428547638,0.195764153
ORAI3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SETD1A,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
HSD3B7,0,0,0,1,0,0,0,1,0,0,0,1
STX1B,0,0,0,1,1,1,1,0.75,1,1,1,0.75
STX4,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
ZNF668,0,0,0,1,11,15,0.733343816,0.836530209,11,15,0.733343816,0.836530209
ZNF646,0,2,0,1,0,0,0,1,0,2,0,1
PRSS53,9,9,1,0.592735291,0,0,0,1,9,9,1,0.592735291
VKORC1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
BCKDK,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
KAT8,1,0,Inf,0.5,4,3,1.333315843,0.5,5,3,1.666627899,0.36328125
PRSS8,0,0,0,1,0,0,0,1,0,0,0,1
ZNF205,0,0,0,1,0,0,0,1,0,0,0,1
PRSS36,15,13,1.153839595,0.42527701,5,6,0.83333967,0.725585938,20,19,1.052648765,0.5
FUS,1,0,Inf,0.5,9,8,1.124994911,0.5,10,8,1.249987863,0.407264709
PYCARD,0,0,0,1,4,11,0.363627808,0.982421875,4,11,0.363627808,0.982421875
TRIM72,0,2,0,1,0,0,0,1,0,2,0,1
ITGAM,4,6,0.666679309,0.828125,0,0,0,1,4,6,0.666679309,0.828125
ITGAX,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
ZNF213,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ITGAD,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
COX6A2,0,0,0,1,0,0,0,1,0,0,0,1
ARMC5,0,0,0,1,0,0,0,1,0,0,0,1
TGFB1I1,1,4,0.250027597,0.96875,27,28,0.964277798,0.606146905,28,32,0.87500458,0.740520998
SLC5A2,10,10,1,0.588098526,0,0,0,1,10,10,1,0.588098526
C16orf58,21,20,1.050015538,0.5,0,0,0,1,21,20,1.050015538,0.5
AHSP,0,0,0,1,0,0,0,1,0,0,0,1
ZNF720,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
ZNF267,12,10,1.199990875,0.415905952,0,0,0,1,12,10,1.199990875,0.415905952
OR1F1,0,0,0,1,0,0,0,1,0,0,0,1
ZNF200,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
TP53TG3D,0,0,0,1,0,1,0,1,0,1,0,1
MEFV,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ZNF263,4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
TIGD7,0,0,0,1,0,0,0,1,0,0,0,1
ZNF75A,0,0,0,1,0,0,0,1,0,0,0,1
OR2C1,0,0,0,1,0,0,0,1,0,0,0,1
ZSCAN32,0,0,0,1,0,0,0,1,0,0,0,1
ZNF174,0,0,0,1,0,0,0,1,0,0,0,1
ZNF597,0,0,0,1,0,0,0,1,0,0,0,1
NAA60,0,0,0,1,0,0,0,1,0,0,0,1
C16orf90,6,2,3.000079583,0.14453125,0,0,0,1,6,2,3.000079583,0.14453125
CLUAP1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
NLRC3,1,5,0.200016783,0.984375,0,0,0,1,1,5,0.200016783,0.984375
SLX4,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
DNASE1,12,15,0.800007768,0.778965831,0,0,0,1,12,15,0.800007768,0.778965831
TRAP1,18,20,0.900004695,0.686448715,0,0,0,1,18,20,0.900004695,0.686448715
MRPL28,9,9,1,0.592735291,0,0,0,1,9,9,1,0.592735291
TMEM8A,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CREBBP,0,0,0,1,1,1,1,0.75,1,1,1,0.75
ADCY9,0,1,0,1,0,0,0,1,0,1,0,1
NME4,0,0,0,1,0,0,0,1,0,0,0,1
DECR2,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
SRL,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
TFAP4,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
